Year,City,Sport,Discipline,Athlete,Gender,Event,Medal,Country,Code,Population,GDP per Capita,Season,Agility,Analytical Aptitude,Durability,Endurance,Flexibility,Hand-Eye Coordination,Nerve,Power,Rank,Speed,Strength,Total
"1900-01-01,Paris,Rugby,Rugby,""SMITH, V."",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""STOCKHAUSEN, Adolf"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""TALBOT, M.W."",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""WALLIS, J.G."",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""WENDEROTH, Georg"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""WHITTINDALE, Claud"",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""WHITTINDALE, Raymond"",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""WILSON, Francis Henry"",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Shooting,Shooting,""BALME, Eugène"",Men,25M Rapid Fire Pistol (60 Shots),Bronze,France,FRA,66808385.0,36205.5681017036,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""LARROUY, Maurice"",Men,25M Rapid Fire Pistol (60 Shots),Gold,France,FRA,66808385.0,36205.5681017036,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""MOREAUX, Léon"",Men,25M Rapid Fire Pistol (60 Shots),Silver,France,FRA,66808385.0,36205.5681017036,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""BOUWENS, Antonius"",Men,""50M Army Pistol, Team"",Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""SILLEM, Henrik"",Men,""50M Army Pistol, Team"",Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""SWEYS, Anthony Ahasuerus"",Men,""50M Army Pistol, Team"",Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""VAN DEN BERGH, Solko Johannes"",Men,""50M Army Pistol, Team"",Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""VAN HAAN, Gerardus"",Men,""50M Army Pistol, Team"",Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""LÜTHI, Friedrich"",Men,""50M Army Pistol, Team"",Gold,Switzerland,SUI,8286976.0,80945.0792194742,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""PROBST, Paul"",Men,""50M Army Pistol, Team"",Gold,Switzerland,SUI,8286976.0,80945.0792194742,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""RICHARDET, Louis-Marc"",Men,""50M Army Pistol, Team"",Gold,Switzerland,SUI,8286976.0,80945.0792194742,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""RÖDERER, Karl Konrad"",Men,""50M Army Pistol, Team"",Gold,Switzerland,SUI,8286976.0,80945.0792194742,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""STÄHELI, Konrad"",Men,""50M Army Pistol, Team"",Gold,Switzerland,SUI,8286976.0,80945.0792194742,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""DUFFOY, Louis"",Men,""50M Army Pistol, Team"",Silver,France,FRA,66808385.0,36205.5681017036,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""LECOQ, Maurice"",Men,""50M Army Pistol, Team"",Silver,France,FRA,66808385.0,36205.5681017036,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""MOREAUX, Léon"",Men,""50M Army Pistol, Team"",Silver,France,FRA,66808385.0,36205.5681017036,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""PAROCHE, Achille"",Men,""50M Army Pistol, Team"",Silver,France,FRA,66808385.0,36205.5681017036,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,TRINITE,Men,""50M Army Pistol, Team"",Silver,France,FRA,66808385.0,36205.5681017036,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""STÄHELI, Konrad"",Men,50M Pistol (60 Shots),Bronze,Switzerland,SUI,8286976.0,80945.0792194742,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
"1900-01-01,Paris,Shooting,Shooting,""RÖDERER, Karl Konrad"",Men,50M Pistol (60 Shots),Gold,Switzerland,SUI,8286976.0,80945.0792194742,summer,1.13,4.0,1.88,2.25,1.75,6.75,2.38,1.38,58.0,0.88,2.5,24.875"
